duplicate_1,Location,duplicate_2,Location.1,E.value,duplication_status
Glyma.02G137600,glyma.Wm82.gnm4.Gm02:14663218,Glyma.07G207800,glyma.Wm82.gnm4.Gm07:38054361,1.74e-109,WGD
Glyma.02G137800,glyma.Wm82.gnm4.Gm02:14695995,Glyma.07G207500,glyma.Wm82.gnm4.Gm07:38005959,3.52e-296,WGD
Glyma.02G137900,glyma.Wm82.gnm4.Gm02:14705063,Glyma.07G207400,glyma.Wm82.gnm4.Gm07:37998749,1.59e-160,WGD
Glyma.02G138000,glyma.Wm82.gnm4.Gm02:14717599,Glyma.07G207300,glyma.Wm82.gnm4.Gm07:37980735,0.0,WGD
Glyma.02G138100,glyma.Wm82.gnm4.Gm02:14737249,Glyma.07G207200,glyma.Wm82.gnm4.Gm07:37962803,2.11e-287,WGD
Glyma.02G138200,glyma.Wm82.gnm4.Gm02:14744401,Glyma.07G207000,glyma.Wm82.gnm4.Gm07:37948601,3.60e-21,WGD
Glyma.02G138300,glyma.Wm82.gnm4.Gm02:14749206,Glyma.07G206900,glyma.Wm82.gnm4.Gm07:37941273,2.75e-204,WGD
Glyma.02G138400,glyma.Wm82.gnm4.Gm02:14763448,Glyma.07G206800,glyma.Wm82.gnm4.Gm07:37924714,5.82e-234,WGD
Glyma.02G138500,glyma.Wm82.gnm4.Gm02:14774481,Glyma.07G206500,glyma.Wm82.gnm4.Gm07:37902731,0.0,WGD
Glyma.02G138600,glyma.Wm82.gnm4.Gm02:14789552,Glyma.07G206400,glyma.Wm82.gnm4.Gm07:37901280,3.46e-69,WGD
Glyma.02G138700,glyma.Wm82.gnm4.Gm02:14792657,Glyma.07G206300,glyma.Wm82.gnm4.Gm07:37888968,9.20e-219,WGD
Glyma.02G138800,glyma.Wm82.gnm4.Gm02:14807441,Glyma.07G206200,glyma.Wm82.gnm4.Gm07:37879321,1.94e-270,WGD
Glyma.02G138900,glyma.Wm82.gnm4.Gm02:14813073,Glyma.07G206100,glyma.Wm82.gnm4.Gm07:37872923,3.72e-71,WGD
Glyma.02G139200,glyma.Wm82.gnm4.Gm02:14828663,Glyma.07G206066,glyma.Wm82.gnm4.Gm07:37858204,1.31e-41,WGD
Glyma.02G139500,glyma.Wm82.gnm4.Gm02:14904746,Glyma.07G206000,glyma.Wm82.gnm4.Gm07:37831012,0.0,WGD
Glyma.02G139600,glyma.Wm82.gnm4.Gm02:14909174,Glyma.07G205900,glyma.Wm82.gnm4.Gm07:37826110,0.0,WGD
Glyma.02G139700,glyma.Wm82.gnm4.Gm02:14923562,Glyma.07G205800,glyma.Wm82.gnm4.Gm07:37805020,1.50e-165,WGD
Glyma.02G139800,glyma.Wm82.gnm4.Gm02:14928814,Glyma.07G205700,glyma.Wm82.gnm4.Gm07:37801731,3.24e-58,WGD
Glyma.02G139900,glyma.Wm82.gnm4.Gm02:14936301,Glyma.07G205500,glyma.Wm82.gnm4.Gm07:37791602,5.01e-227,WGD
Glyma.02G140000,glyma.Wm82.gnm4.Gm02:14948163,Glyma.07G205400,glyma.Wm82.gnm4.Gm07:37783341,5.46e-99,WGD
Glyma.02G140100,glyma.Wm82.gnm4.Gm02:14955378,Glyma.07G205200,glyma.Wm82.gnm4.Gm07:37759804,1.56e-264,WGD
Glyma.02G107200,glyma.Wm82.gnm4.Gm02:10180615,Glyma.07G230300,glyma.Wm82.gnm4.Gm07:41396236,7.33e-205,WGD
Glyma.02G107300,glyma.Wm82.gnm4.Gm02:10203966,Glyma.07G230200,glyma.Wm82.gnm4.Gm07:41376606,3.85e-57,WGD
Glyma.02G107500,glyma.Wm82.gnm4.Gm02:10220644,Glyma.07G230100,glyma.Wm82.gnm4.Gm07:41351445,3.46e-142,WGD
Glyma.02G108500,glyma.Wm82.gnm4.Gm02:10317756,Glyma.07G229800,glyma.Wm82.gnm4.Gm07:41319562,1.36e-127,WGD
Glyma.02G108600,glyma.Wm82.gnm4.Gm02:10350413,Glyma.07G229600,glyma.Wm82.gnm4.Gm07:41276661,4.73e-127,WGD
Glyma.02G108700,glyma.Wm82.gnm4.Gm02:10372530,Glyma.07G229500,glyma.Wm82.gnm4.Gm07:41258639,7.54e-34,WGD
Glyma.02G109800,glyma.Wm82.gnm4.Gm02:10494763,Glyma.07G229100,glyma.Wm82.gnm4.Gm07:41234603,6.64e-134,WGD
Glyma.02G110800,glyma.Wm82.gnm4.Gm02:10651553,Glyma.07G228200,glyma.Wm82.gnm4.Gm07:40955205,1.08e-304,WGD
Glyma.02G111000,glyma.Wm82.gnm4.Gm02:10669981,Glyma.07G228100,glyma.Wm82.gnm4.Gm07:40942286,1.08e-92,WGD
Glyma.02G111800,glyma.Wm82.gnm4.Gm02:10777353,Glyma.07G227700,glyma.Wm82.gnm4.Gm07:40868505,2.90e-298,WGD
Glyma.02G111900,glyma.Wm82.gnm4.Gm02:10806386,Glyma.07G227600,glyma.Wm82.gnm4.Gm07:40854722,3.64e-224,WGD
Glyma.02G112100,glyma.Wm82.gnm4.Gm02:10823328,Glyma.07G227200,glyma.Wm82.gnm4.Gm07:40810284,1.00e-173,WGD
Glyma.02G113300,glyma.Wm82.gnm4.Gm02:10980853,Glyma.07G227100,glyma.Wm82.gnm4.Gm07:40777377,0.0,WGD
Glyma.02G114300,glyma.Wm82.gnm4.Gm02:11051617,Glyma.07G226700,glyma.Wm82.gnm4.Gm07:40732045,2.36e-43,WGD
Glyma.02G115600,glyma.Wm82.gnm4.Gm02:11221604,Glyma.07G226100,glyma.Wm82.gnm4.Gm07:40645347,0.0,WGD
Glyma.02G115900,glyma.Wm82.gnm4.Gm02:11243632,Glyma.07G226000,glyma.Wm82.gnm4.Gm07:40622690,1.02e-152,WGD
Glyma.02G277500,glyma.Wm82.gnm4.Gm02:47852800,Glyma.07G236200,glyma.Wm82.gnm4.Gm07:42126225,2.61e-101,WGD
Glyma.02G277900,glyma.Wm82.gnm4.Gm02:47883125,Glyma.07G235400,glyma.Wm82.gnm4.Gm07:41993041,4.42e-271,WGD
Glyma.02G278000,glyma.Wm82.gnm4.Gm02:47891985,Glyma.07G235300,glyma.Wm82.gnm4.Gm07:41973481,2.60e-13,WGD
Glyma.02G278700,glyma.Wm82.gnm4.Gm02:47939803,Glyma.07G232600,glyma.Wm82.gnm4.Gm07:41675320,1.14e-16,WGD
Glyma.02G278900,glyma.Wm82.gnm4.Gm02:47943896,Glyma.07G232400,glyma.Wm82.gnm4.Gm07:41644510,3.63e-265,WGD
Glyma.02G279400,glyma.Wm82.gnm4.Gm02:47989006,Glyma.07G231900,glyma.Wm82.gnm4.Gm07:41596791,5.57e-94,WGD
Glyma.02G279500,glyma.Wm82.gnm4.Gm02:47994817,Glyma.07G231800,glyma.Wm82.gnm4.Gm07:41575310,0.0,WGD
Glyma.02G279600,glyma.Wm82.gnm4.Gm02:48002739,Glyma.07G231500,glyma.Wm82.gnm4.Gm07:41543856,6.55e-212,WGD
Glyma.02G279900,glyma.Wm82.gnm4.Gm02:48033912,Glyma.07G230700,glyma.Wm82.gnm4.Gm07:41474426,1.29e-218,WGD
Glyma.02G280000,glyma.Wm82.gnm4.Gm02:48050519,Glyma.07G230400,glyma.Wm82.gnm4.Gm07:41415341,4.84e-101,WGD
Glyma.02G280100,glyma.Wm82.gnm4.Gm02:48075077,Glyma.08G301500,glyma.Wm82.gnm4.Gm08:41349900,2.99e-94,WGD
Glyma.02G280300,glyma.Wm82.gnm4.Gm02:48091151,Glyma.08G301700,glyma.Wm82.gnm4.Gm08:41372580,4.35e-224,WGD
Glyma.02G280400,glyma.Wm82.gnm4.Gm02:48105525,Glyma.08G302000,glyma.Wm82.gnm4.Gm08:41426791,0.0,WGD
Glyma.02G281000,glyma.Wm82.gnm4.Gm02:48147640,Glyma.08G302767,glyma.Wm82.gnm4.Gm08:41494352,1.41e-73,WGD
Glyma.02G281200,glyma.Wm82.gnm4.Gm02:48189863,Glyma.08G303000,glyma.Wm82.gnm4.Gm08:41523524,7.25e-253,WGD
Glyma.02G282000,glyma.Wm82.gnm4.Gm02:48252107,Glyma.08G303800,glyma.Wm82.gnm4.Gm08:41583581,4.22e-304,WGD
Glyma.02G282100,glyma.Wm82.gnm4.Gm02:48262701,Glyma.08G303900,glyma.Wm82.gnm4.Gm08:41628978,1.60e-224,WGD
Glyma.02G282400,glyma.Wm82.gnm4.Gm02:48280043,Glyma.08G304100,glyma.Wm82.gnm4.Gm08:41658868,3.24e-130,WGD
Glyma.02G282500,glyma.Wm82.gnm4.Gm02:48286653,Glyma.08G304200,glyma.Wm82.gnm4.Gm08:41673152,2.49e-158,WGD
Glyma.02G282600,glyma.Wm82.gnm4.Gm02:48292235,Glyma.08G304300,glyma.Wm82.gnm4.Gm08:41680155,0.0,WGD
Glyma.02G282800,glyma.Wm82.gnm4.Gm02:48307127,Glyma.08G304700,glyma.Wm82.gnm4.Gm08:41703347,3.23e-45,WGD
Glyma.02G282900,glyma.Wm82.gnm4.Gm02:48314688,Glyma.08G305000,glyma.Wm82.gnm4.Gm08:41735585,9.13e-15,WGD
Glyma.02G283000,glyma.Wm82.gnm4.Gm02:48320887,Glyma.08G305100,glyma.Wm82.gnm4.Gm08:41742448,1.56e-155,WGD
Glyma.02G283400,glyma.Wm82.gnm4.Gm02:48345258,Glyma.08G306200,glyma.Wm82.gnm4.Gm08:41836035,8.45e-235,WGD
Glyma.02G283500,glyma.Wm82.gnm4.Gm02:48353571,Glyma.08G306300,glyma.Wm82.gnm4.Gm08:41851923,2.28e-206,WGD
Glyma.02G283700,glyma.Wm82.gnm4.Gm02:48365825,Glyma.08G306600,glyma.Wm82.gnm4.Gm08:41880801,1.08e-88,WGD
Glyma.02G283900,glyma.Wm82.gnm4.Gm02:48374858,Glyma.08G306800,glyma.Wm82.gnm4.Gm08:41896966,3.44e-113,WGD
Glyma.02G284300,glyma.Wm82.gnm4.Gm02:48410599,Glyma.08G307100,glyma.Wm82.gnm4.Gm08:41929142,6.01e-148,WGD
Glyma.02G284800,glyma.Wm82.gnm4.Gm02:48442617,Glyma.08G307600,glyma.Wm82.gnm4.Gm08:41991300,6.60e-309,WGD
Glyma.02G285000,glyma.Wm82.gnm4.Gm02:48453221,Glyma.08G308000,glyma.Wm82.gnm4.Gm08:42048256,1.78e-113,WGD
Glyma.02G285200,glyma.Wm82.gnm4.Gm02:48458792,Glyma.08G308300,glyma.Wm82.gnm4.Gm08:42109447,2.53e-196,WGD
Glyma.02G286000,glyma.Wm82.gnm4.Gm02:48511768,Glyma.08G308900,glyma.Wm82.gnm4.Gm08:42183831,1.15e-304,WGD
Glyma.02G286500,glyma.Wm82.gnm4.Gm02:48546436,Glyma.08G309200,glyma.Wm82.gnm4.Gm08:42222423,5.92e-277,WGD
Glyma.02G286800,glyma.Wm82.gnm4.Gm02:48563134,Glyma.08G309500,glyma.Wm82.gnm4.Gm08:42280240,0.0,WGD
Glyma.02G287600,glyma.Wm82.gnm4.Gm02:48613037,Glyma.08G309900,glyma.Wm82.gnm4.Gm08:42329895,2.93e-273,WGD
Glyma.02G287700,glyma.Wm82.gnm4.Gm02:48623192,Glyma.08G310100,glyma.Wm82.gnm4.Gm08:42346517,7.82e-130,WGD
Glyma.02G287900,glyma.Wm82.gnm4.Gm02:48643296,Glyma.08G310600,glyma.Wm82.gnm4.Gm08:42388661,1.30e-47,WGD
Glyma.02G288000,glyma.Wm82.gnm4.Gm02:48645954,Glyma.08G310800,glyma.Wm82.gnm4.Gm08:42394329,0.0,WGD
Glyma.02G288500,glyma.Wm82.gnm4.Gm02:48682182,Glyma.08G311200,glyma.Wm82.gnm4.Gm08:42443241,1.45e-314,WGD
Glyma.02G289000,glyma.Wm82.gnm4.Gm02:48723052,Glyma.08G312400,glyma.Wm82.gnm4.Gm08:42602419,1.29e-216,WGD
Glyma.02G289700,glyma.Wm82.gnm4.Gm02:48756584,Glyma.08G313300,glyma.Wm82.gnm4.Gm08:42691209,4.99e-92,WGD
Glyma.02G289800,glyma.Wm82.gnm4.Gm02:48770523,Glyma.08G313600,glyma.Wm82.gnm4.Gm08:42751084,7.03e-214,WGD
Glyma.02G290100,glyma.Wm82.gnm4.Gm02:48794775,Glyma.08G314800,glyma.Wm82.gnm4.Gm08:42864730,9.09e-269,WGD
Glyma.02G290700,glyma.Wm82.gnm4.Gm02:48845888,Glyma.08G315800,glyma.Wm82.gnm4.Gm08:42954576,3.37e-265,WGD
Glyma.02G290800,glyma.Wm82.gnm4.Gm02:48856864,Glyma.08G315900,glyma.Wm82.gnm4.Gm08:42970798,2.95e-129,WGD
Glyma.02G290900,glyma.Wm82.gnm4.Gm02:48868350,Glyma.08G316000,glyma.Wm82.gnm4.Gm08:42986730,3.76e-26,WGD
Glyma.02G291100,glyma.Wm82.gnm4.Gm02:48880114,Glyma.08G316200,glyma.Wm82.gnm4.Gm08:43006643,8.86e-98,WGD
Glyma.02G291200,glyma.Wm82.gnm4.Gm02:48887003,Glyma.08G316400,glyma.Wm82.gnm4.Gm08:43018923,1.42e-88,WGD
Glyma.02G291300,glyma.Wm82.gnm4.Gm02:48899929,Glyma.08G316500,glyma.Wm82.gnm4.Gm08:43031658,2.28e-306,WGD
Glyma.02G291500,glyma.Wm82.gnm4.Gm02:48908567,Glyma.08G316700,glyma.Wm82.gnm4.Gm08:43040666,1.20e-62,WGD
Glyma.02G291600,glyma.Wm82.gnm4.Gm02:48910746,Glyma.08G316900,glyma.Wm82.gnm4.Gm08:43052698,4.12e-126,WGD
Glyma.02G291700,glyma.Wm82.gnm4.Gm02:48927087,Glyma.08G317200,glyma.Wm82.gnm4.Gm08:43074489,8.98e-65,WGD
Glyma.02G292300,glyma.Wm82.gnm4.Gm02:48964591,Glyma.08G319100,glyma.Wm82.gnm4.Gm08:43214382,0.0,WGD
Glyma.02G292800,glyma.Wm82.gnm4.Gm02:48989377,Glyma.08G319500,glyma.Wm82.gnm4.Gm08:43253085,1.15e-234,WGD
Glyma.02G293100,glyma.Wm82.gnm4.Gm02:49007885,Glyma.08G319800,glyma.Wm82.gnm4.Gm08:43280767,8.05e-185,WGD
Glyma.02G293400,glyma.Wm82.gnm4.Gm02:49028326,Glyma.08G320200,glyma.Wm82.gnm4.Gm08:43309660,7.27e-128,WGD
Glyma.02G293700,glyma.Wm82.gnm4.Gm02:49043196,Glyma.08G320400,glyma.Wm82.gnm4.Gm08:43324922,1.22e-17,WGD
Glyma.02G294100,glyma.Wm82.gnm4.Gm02:49073105,Glyma.08G320700,glyma.Wm82.gnm4.Gm08:43356532,1.12e-69,WGD
Glyma.02G294600,glyma.Wm82.gnm4.Gm02:49105176,Glyma.08G322000,glyma.Wm82.gnm4.Gm08:43460133,1.52e-112,WGD
Glyma.02G295100,glyma.Wm82.gnm4.Gm02:49144444,Glyma.08G322233,glyma.Wm82.gnm4.Gm08:43478244,2.79e-57,WGD
Glyma.02G295300,glyma.Wm82.gnm4.Gm02:49157908,Glyma.08G322300,glyma.Wm82.gnm4.Gm08:43487014,9.14e-93,WGD
Glyma.02G295500,glyma.Wm82.gnm4.Gm02:49180378,Glyma.08G322400,glyma.Wm82.gnm4.Gm08:43504453,6.53e-79,WGD
Glyma.02G295800,glyma.Wm82.gnm4.Gm02:49195428,Glyma.08G322800,glyma.Wm82.gnm4.Gm08:43526839,2.87e-229,WGD
Glyma.02G295900,glyma.Wm82.gnm4.Gm02:49200244,Glyma.08G322900,glyma.Wm82.gnm4.Gm08:43530971,8.11e-41,WGD
Glyma.02G296000,glyma.Wm82.gnm4.Gm02:49203228,Glyma.08G323100,glyma.Wm82.gnm4.Gm08:43536944,2.39e-93,WGD
Glyma.02G296200,glyma.Wm82.gnm4.Gm02:49207378,Glyma.08G323800,glyma.Wm82.gnm4.Gm08:43594167,6.96e-87,WGD
Glyma.02G296400,glyma.Wm82.gnm4.Gm02:49242230,Glyma.08G324300,glyma.Wm82.gnm4.Gm08:43627850,5.37e-292,WGD
Glyma.02G296500,glyma.Wm82.gnm4.Gm02:49255574,Glyma.08G324700,glyma.Wm82.gnm4.Gm08:43668714,7.23e-196,WGD
Glyma.02G296800,glyma.Wm82.gnm4.Gm02:49276597,Glyma.08G325200,glyma.Wm82.gnm4.Gm08:43696204,0.0,WGD
Glyma.02G296900,glyma.Wm82.gnm4.Gm02:49288920,Glyma.08G325300,glyma.Wm82.gnm4.Gm08:43717734,6.55e-204,WGD
Glyma.02G297000,glyma.Wm82.gnm4.Gm02:49295146,Glyma.08G325500,glyma.Wm82.gnm4.Gm08:43732243,7.83e-265,WGD
Glyma.02G297200,glyma.Wm82.gnm4.Gm02:49309964,Glyma.08G325600,glyma.Wm82.gnm4.Gm08:43749618,3.81e-191,WGD
Glyma.02G297300,glyma.Wm82.gnm4.Gm02:49316933,Glyma.08G325700,glyma.Wm82.gnm4.Gm08:43762022,1.55e-140,WGD
Glyma.02G297400,glyma.Wm82.gnm4.Gm02:49325809,Glyma.08G325800,glyma.Wm82.gnm4.Gm08:43774364,2.80e-315,WGD
Glyma.02G297700,glyma.Wm82.gnm4.Gm02:49341651,Glyma.08G325900,glyma.Wm82.gnm4.Gm08:43785303,4.00e-270,WGD
Glyma.02G298000,glyma.Wm82.gnm4.Gm02:49356682,Glyma.08G326000,glyma.Wm82.gnm4.Gm08:43803181,2.24e-228,WGD
Glyma.02G298400,glyma.Wm82.gnm4.Gm02:49389570,Glyma.08G326400,glyma.Wm82.gnm4.Gm08:43831336,7.08e-21,WGD
Glyma.02G298500,glyma.Wm82.gnm4.Gm02:49404804,Glyma.08G326500,glyma.Wm82.gnm4.Gm08:43837274,0.0,WGD
Glyma.02G299100,glyma.Wm82.gnm4.Gm02:49439202,Glyma.08G327400,glyma.Wm82.gnm4.Gm08:43929012,5.74e-139,WGD
Glyma.02G299400,glyma.Wm82.gnm4.Gm02:49458488,Glyma.08G328500,glyma.Wm82.gnm4.Gm08:44016856,3.42e-16,WGD
Glyma.02G299500,glyma.Wm82.gnm4.Gm02:49463368,Glyma.08G328600,glyma.Wm82.gnm4.Gm08:44023235,3.29e-61,WGD
Glyma.02G299800,glyma.Wm82.gnm4.Gm02:49481457,Glyma.08G328700,glyma.Wm82.gnm4.Gm08:44032719,1.18e-26,WGD
Glyma.02G300100,glyma.Wm82.gnm4.Gm02:49492900,Glyma.08G329000,glyma.Wm82.gnm4.Gm08:44059220,5.45e-35,WGD
Glyma.02G300200,glyma.Wm82.gnm4.Gm02:49496990,Glyma.08G329300,glyma.Wm82.gnm4.Gm08:44101240,2.64e-80,WGD
Glyma.02G300400,glyma.Wm82.gnm4.Gm02:49502111,Glyma.08G330000,glyma.Wm82.gnm4.Gm08:44148565,1.36e-29,WGD
Glyma.02G300500,glyma.Wm82.gnm4.Gm02:49503361,Glyma.08G330100,glyma.Wm82.gnm4.Gm08:44154269,8.31e-145,WGD
Glyma.02G301100,glyma.Wm82.gnm4.Gm02:49535254,Glyma.08G330400,glyma.Wm82.gnm4.Gm08:44202761,1.58e-33,WGD
Glyma.02G301200,glyma.Wm82.gnm4.Gm02:49539100,Glyma.08G330600,glyma.Wm82.gnm4.Gm08:44210726,2.51e-258,WGD
Glyma.02G301400,glyma.Wm82.gnm4.Gm02:49552046,Glyma.08G330800,glyma.Wm82.gnm4.Gm08:44239454,3.23e-169,WGD
Glyma.02G301500,glyma.Wm82.gnm4.Gm02:49555695,Glyma.08G331100,glyma.Wm82.gnm4.Gm08:44265538,1.88e-172,WGD
Glyma.02G301600,glyma.Wm82.gnm4.Gm02:49559101,Glyma.08G331400,glyma.Wm82.gnm4.Gm08:44282157,1.23e-91,WGD
Glyma.02G302200,glyma.Wm82.gnm4.Gm02:49598796,Glyma.08G332100,glyma.Wm82.gnm4.Gm08:44330415,2.21e-196,WGD
Glyma.02G302300,glyma.Wm82.gnm4.Gm02:49603962,Glyma.08G332200,glyma.Wm82.gnm4.Gm08:44337555,3.98e-279,WGD
Glyma.02G302400,glyma.Wm82.gnm4.Gm02:49612204,Glyma.08G332300,glyma.Wm82.gnm4.Gm08:44347240,7.80e-187,WGD
Glyma.02G302500,glyma.Wm82.gnm4.Gm02:49615675,Glyma.08G332900,glyma.Wm82.gnm4.Gm08:44380062,0.0,WGD
Glyma.02G302600,glyma.Wm82.gnm4.Gm02:49630512,Glyma.08G333200,glyma.Wm82.gnm4.Gm08:44406323,9.71e-240,WGD
Glyma.02G302800,glyma.Wm82.gnm4.Gm02:49646771,Glyma.08G333300,glyma.Wm82.gnm4.Gm08:44415413,0.0,WGD
Glyma.02G302900,glyma.Wm82.gnm4.Gm02:49663383,Glyma.08G333400,glyma.Wm82.gnm4.Gm08:44439652,1.65e-313,WGD
Glyma.02G304100,glyma.Wm82.gnm4.Gm02:49748647,Glyma.08G335200,glyma.Wm82.gnm4.Gm08:44598530,0.0,WGD
Glyma.02G105600,glyma.Wm82.gnm4.Gm02:9993952,Glyma.08G298900,glyma.Wm82.gnm4.Gm08:41092116,1.65e-254,WGD
Glyma.02G105800,glyma.Wm82.gnm4.Gm02:10047640,Glyma.08G299300,glyma.Wm82.gnm4.Gm08:41146439,5.88e-96,WGD
Glyma.02G106100,glyma.Wm82.gnm4.Gm02:10087296,Glyma.08G299500,glyma.Wm82.gnm4.Gm08:41176389,2.03e-53,WGD
Glyma.02G106200,glyma.Wm82.gnm4.Gm02:10097538,Glyma.08G299600,glyma.Wm82.gnm4.Gm08:41185224,4.79e-60,WGD
Glyma.02G106300,glyma.Wm82.gnm4.Gm02:10109181,Glyma.08G299900,glyma.Wm82.gnm4.Gm08:41216311,3.78e-285,WGD
Glyma.02G106500,glyma.Wm82.gnm4.Gm02:10115380,Glyma.08G300100,glyma.Wm82.gnm4.Gm08:41228089,0.0,WGD
Glyma.02G106800,glyma.Wm82.gnm4.Gm02:10138052,Glyma.08G300500,glyma.Wm82.gnm4.Gm08:41274375,3.71e-110,WGD
Glyma.02G106900,glyma.Wm82.gnm4.Gm02:10144305,Glyma.08G300700,glyma.Wm82.gnm4.Gm08:41286251,0.0,WGD
Glyma.02G107000,glyma.Wm82.gnm4.Gm02:10167282,Glyma.08G301100,glyma.Wm82.gnm4.Gm08:41322007,1.80e-183,WGD
Glyma.02G107100,glyma.Wm82.gnm4.Gm02:10176537,Glyma.08G301300,glyma.Wm82.gnm4.Gm08:41340833,4.19e-75,WGD
Glyma.02G084600,glyma.Wm82.gnm4.Gm02:7324702,Glyma.08G045200,glyma.Wm82.gnm4.Gm08:3579845,3.38e-97,WGD
Glyma.02G084900,glyma.Wm82.gnm4.Gm02:7344656,Glyma.08G045700,glyma.Wm82.gnm4.Gm08:3601821,2.65e-160,WGD
Glyma.02G085000,glyma.Wm82.gnm4.Gm02:7350581,Glyma.08G045800,glyma.Wm82.gnm4.Gm08:3608382,0.0,WGD
Glyma.02G085200,glyma.Wm82.gnm4.Gm02:7376062,Glyma.08G046000,glyma.Wm82.gnm4.Gm08:3628624,5.45e-174,WGD
Glyma.02G085300,glyma.Wm82.gnm4.Gm02:7382961,Glyma.08G046100,glyma.Wm82.gnm4.Gm08:3634586,9.85e-85,WGD
Glyma.02G085500,glyma.Wm82.gnm4.Gm02:7402452,Glyma.08G046200,glyma.Wm82.gnm4.Gm08:3638107,3.86e-317,WGD
Glyma.02G085700,glyma.Wm82.gnm4.Gm02:7417509,Glyma.08G046400,glyma.Wm82.gnm4.Gm08:3646472,0.0,WGD
Glyma.02G087000,glyma.Wm82.gnm4.Gm02:7516002,Glyma.08G049000,glyma.Wm82.gnm4.Gm08:3807220,0.0,WGD
Glyma.02G120900,glyma.Wm82.gnm4.Gm02:11655987,Glyma.08G249900,glyma.Wm82.gnm4.Gm08:21910263,1.72e-245,WGD
Glyma.02G121500,glyma.Wm82.gnm4.Gm02:11783518,Glyma.08G250700,glyma.Wm82.gnm4.Gm08:22027269,3.23e-89,WGD
Glyma.02G123400,glyma.Wm82.gnm4.Gm02:12024173,Glyma.08G252800,glyma.Wm82.gnm4.Gm08:22281330,8.71e-71,WGD
Glyma.02G123700,glyma.Wm82.gnm4.Gm02:12070183,Glyma.08G253000,glyma.Wm82.gnm4.Gm08:22323057,5.97e-275,WGD
Glyma.02G126100,glyma.Wm82.gnm4.Gm02:12368578,Glyma.08G254400,glyma.Wm82.gnm4.Gm08:22561504,5.41e-50,WGD
Glyma.02G127800,glyma.Wm82.gnm4.Gm02:12731592,Glyma.08G255300,glyma.Wm82.gnm4.Gm08:22686128,2.88e-297,WGD
Glyma.02G128000,glyma.Wm82.gnm4.Gm02:12768562,Glyma.08G255800,glyma.Wm82.gnm4.Gm08:22745627,7.91e-166,WGD
Glyma.02G128100,glyma.Wm82.gnm4.Gm02:12769804,Glyma.08G255850,glyma.Wm82.gnm4.Gm08:22746857,1.46e-23,WGD
Glyma.02G030200,glyma.Wm82.gnm4.Gm02:2778368,Glyma.08G291000,glyma.Wm82.gnm4.Gm08:39897798,4.71e-175,WGD
Glyma.02G030800,glyma.Wm82.gnm4.Gm02:2813961,Glyma.08G290800,glyma.Wm82.gnm4.Gm08:39883279,1.70e-65,WGD
Glyma.02G031000,glyma.Wm82.gnm4.Gm02:2838836,Glyma.08G290600,glyma.Wm82.gnm4.Gm08:39839836,0.0,WGD
Glyma.02G031900,glyma.Wm82.gnm4.Gm02:2906522,Glyma.08G290300,glyma.Wm82.gnm4.Gm08:39772534,4.32e-254,WGD
Glyma.02G032200,glyma.Wm82.gnm4.Gm02:2918849,Glyma.08G290200,glyma.Wm82.gnm4.Gm08:39764458,7.04e-239,WGD
Glyma.02G032700,glyma.Wm82.gnm4.Gm02:3004484,Glyma.08G289500,glyma.Wm82.gnm4.Gm08:39687106,2.70e-149,WGD
Glyma.02G033200,glyma.Wm82.gnm4.Gm02:3040787,Glyma.08G289200,glyma.Wm82.gnm4.Gm08:39625905,8.48e-159,WGD
Glyma.02G033300,glyma.Wm82.gnm4.Gm02:3051348,Glyma.08G289100,glyma.Wm82.gnm4.Gm08:39599444,0.0,WGD
Glyma.02G033400,glyma.Wm82.gnm4.Gm02:3066994,Glyma.08G288800,glyma.Wm82.gnm4.Gm08:39560641,3.31e-264,WGD
Glyma.02G033500,glyma.Wm82.gnm4.Gm02:3079910,Glyma.08G288600,glyma.Wm82.gnm4.Gm08:39524966,0.0,WGD
Glyma.02G033600,glyma.Wm82.gnm4.Gm02:3093933,Glyma.08G288500,glyma.Wm82.gnm4.Gm08:39496070,0.0,WGD
Glyma.02G033900,glyma.Wm82.gnm4.Gm02:3122939,Glyma.08G288100,glyma.Wm82.gnm4.Gm08:39448181,1.91e-210,WGD
Glyma.02G034000,glyma.Wm82.gnm4.Gm02:3138704,Glyma.08G288000,glyma.Wm82.gnm4.Gm08:39335652,0.0,WGD
Glyma.02G034700,glyma.Wm82.gnm4.Gm02:3191855,Glyma.08G287500,glyma.Wm82.gnm4.Gm08:39280895,1.01e-166,WGD
Glyma.02G035000,glyma.Wm82.gnm4.Gm02:3224955,Glyma.08G286700,glyma.Wm82.gnm4.Gm08:39098072,4.44e-161,WGD
Glyma.02G035200,glyma.Wm82.gnm4.Gm02:3245209,Glyma.08G286400,glyma.Wm82.gnm4.Gm08:39046910,1.17e-35,WGD
Glyma.02G035400,glyma.Wm82.gnm4.Gm02:3260556,Glyma.08G286300,glyma.Wm82.gnm4.Gm08:39033968,2.75e-19,WGD
Glyma.02G035600,glyma.Wm82.gnm4.Gm02:3271706,Glyma.08G285600,glyma.Wm82.gnm4.Gm08:38949813,1.60e-131,WGD
Glyma.02G036100,glyma.Wm82.gnm4.Gm02:3309302,Glyma.08G284900,glyma.Wm82.gnm4.Gm08:38811492,5.67e-157,WGD
Glyma.02G036200,glyma.Wm82.gnm4.Gm02:3315191,Glyma.08G284800,glyma.Wm82.gnm4.Gm08:38808386,1.45e-142,WGD
