fam,geneA1,geneA2,geneB1,geneB2,geneA1_extracted,geneA2_extracted,geneB1_extracted,geneB2_extracted
Legume.fam3.01379,glyma.Wm82.gnm4.ann1.Glyma.04G178800.1,glyma.Wm82.gnm4.ann1.Glyma.06G185900.1,glyma.Wm82.gnm4.ann1.Glyma.05G033700.1,glyma.Wm82.gnm4.ann1.Glyma.17G093400.1,Glyma.04G178800,Glyma.06G185900,Glyma.05G033700,Glyma.17G093400
Legume.fam3.01382,glyma.Wm82.gnm4.ann1.Glyma.04G188900.1,glyma.Wm82.gnm4.ann1.Glyma.06G176700.2,glyma.Wm82.gnm4.ann1.Glyma.17G124600.3,glyma.Wm82.gnm4.ann1.Glyma.05G042000.1,Glyma.04G188900,Glyma.06G176700,Glyma.17G124600,Glyma.05G042000
Legume.fam3.01386,glyma.Wm82.gnm4.ann1.Glyma.18G020400.1,glyma.Wm82.gnm4.ann1.Glyma.11G236600.1,glyma.Wm82.gnm4.ann1.Glyma.08G139700.1,glyma.Wm82.gnm4.ann1.Glyma.05G182000.1,Glyma.18G020400,Glyma.11G236600,Glyma.08G139700,Glyma.05G182000
Legume.fam3.01388,glyma.Wm82.gnm4.ann1.Glyma.15G167300.1,glyma.Wm82.gnm4.ann1.Glyma.09G060700.1,glyma.Wm82.gnm4.ann1.Glyma.17G058100.1,glyma.Wm82.gnm4.ann1.Glyma.13G101500.1,Glyma.15G167300,Glyma.09G060700,Glyma.17G058100,Glyma.13G101500
Legume.fam3.01391,glyma.Wm82.gnm4.ann1.Glyma.13G106200.1,glyma.Wm82.gnm4.ann1.Glyma.17G053200.1,glyma.Wm82.gnm4.ann1.Glyma.09G065600.1,glyma.Wm82.gnm4.ann1.Glyma.15G171800.1,Glyma.13G106200,Glyma.17G053200,Glyma.09G065600,Glyma.15G171800
Legume.fam3.01393,glyma.Wm82.gnm4.ann1.Glyma.12G134900.1,glyma.Wm82.gnm4.ann1.Glyma.06G269900.1,glyma.Wm82.gnm4.ann1.Glyma.13G288400.1,glyma.Wm82.gnm4.ann1.Glyma.12G213300.1,Glyma.12G134900,Glyma.06G269900,Glyma.13G288400,Glyma.12G213300
Legume.fam3.01394,glyma.Wm82.gnm4.ann1.Glyma.15G153000.1,glyma.Wm82.gnm4.ann1.Glyma.09G045800.2,glyma.Wm82.gnm4.ann1.Glyma.17G025600.1,glyma.Wm82.gnm4.ann1.Glyma.07G248700.1,Glyma.15G153000,Glyma.09G045800,Glyma.17G025600,Glyma.07G248700
Legume.fam3.01398,glyma.Wm82.gnm4.ann1.Glyma.15G183700.1,glyma.Wm82.gnm4.ann1.Glyma.09G076100.3,glyma.Wm82.gnm4.ann1.Glyma.13G115200.2,glyma.Wm82.gnm4.ann1.Glyma.17G044700.1,Glyma.15G183700,Glyma.09G076100,Glyma.13G115200,Glyma.17G044700
Legume.fam3.01403,glyma.Wm82.gnm4.ann1.Glyma.17G019100.3,glyma.Wm82.gnm4.ann1.Glyma.07G255200.2,glyma.Wm82.gnm4.ann1.Glyma.15G102100.1,glyma.Wm82.gnm4.ann1.Glyma.13G210700.1,Glyma.17G019100,Glyma.07G255200,Glyma.15G102100,Glyma.13G210700
Legume.fam3.01405,glyma.Wm82.gnm4.ann1.Glyma.16G123800.1,glyma.Wm82.gnm4.ann1.Glyma.02G045800.1,glyma.Wm82.gnm4.ann1.Glyma.01G164000.3,glyma.Wm82.gnm4.ann1.Glyma.11G079500.5,Glyma.16G123800,Glyma.02G045800,Glyma.01G164000,Glyma.11G079500
Legume.fam3.01406,glyma.Wm82.gnm4.ann1.Glyma.13G299300.7,glyma.Wm82.gnm4.ann1.Glyma.12G202400.6,glyma.Wm82.gnm4.ann1.Glyma.12G109500.4,glyma.Wm82.gnm4.ann1.Glyma.06G296200.6,Glyma.13G299300,Glyma.12G202400,Glyma.12G109500,Glyma.06G296200
Legume.fam3.01410,glyma.Wm82.gnm4.ann1.Glyma.05G109900.1,glyma.Wm82.gnm4.ann1.Glyma.17G157200.1,glyma.Wm82.gnm4.ann1.Glyma.01G196900.1,glyma.Wm82.gnm4.ann1.Glyma.11G044700.2,Glyma.05G109900,Glyma.17G157200,Glyma.01G196900,Glyma.11G044700
Legume.fam3.01412,glyma.Wm82.gnm4.ann1.Glyma.01G218100.1,glyma.Wm82.gnm4.ann1.Glyma.11G025100.1,glyma.Wm82.gnm4.ann1.Glyma.08G013000.1,glyma.Wm82.gnm4.ann1.Glyma.05G206100.1,Glyma.01G218100,Glyma.11G025100,Glyma.08G013000,Glyma.05G206100
Legume.fam3.01414,glyma.Wm82.gnm4.ann1.Glyma.01G021100.1,glyma.Wm82.gnm4.ann1.Glyma.09G201000.1,glyma.Wm82.gnm4.ann1.Glyma.08G276300.1,glyma.Wm82.gnm4.ann1.Glyma.18G150800.1,Glyma.01G021100,Glyma.09G201000,Glyma.08G276300,Glyma.18G150800
Legume.fam3.01415,glyma.Wm82.gnm4.ann1.Glyma.12G097500.1,glyma.Wm82.gnm4.ann1.Glyma.06G307200.2,glyma.Wm82.gnm4.ann1.Glyma.13G309800.2,glyma.Wm82.gnm4.ann1.Glyma.12G192600.1,Glyma.12G097500,Glyma.06G307200,Glyma.13G309800,Glyma.12G192600
Legume.fam3.01416,glyma.Wm82.gnm4.ann1.Glyma.12G097200.1,glyma.Wm82.gnm4.ann1.Glyma.06G307600.2,glyma.Wm82.gnm4.ann1.Glyma.13G309900.1,glyma.Wm82.gnm4.ann1.Glyma.12G192500.1,Glyma.12G097200,Glyma.06G307600,Glyma.13G309900,Glyma.12G192500
Legume.fam3.01417,glyma.Wm82.gnm4.ann1.Glyma.11G175955.1,glyma.Wm82.gnm4.ann1.Glyma.12G095300.6,glyma.Wm82.gnm4.ann1.Glyma.12G189500.1,glyma.Wm82.gnm4.ann1.Glyma.13G312300.1,Glyma.11G175955,Glyma.12G095300,Glyma.12G189500,Glyma.13G312300
Legume.fam3.01418,glyma.Wm82.gnm4.ann1.Glyma.13G316200.3,glyma.Wm82.gnm4.ann1.Glyma.12G185200.1,glyma.Wm82.gnm4.ann1.Glyma.12G089300.8,glyma.Wm82.gnm4.ann1.Glyma.11G183200.3,Glyma.13G316200,Glyma.12G185200,Glyma.12G089300,Glyma.11G183200
Legume.fam3.01423,glyma.Wm82.gnm4.ann1.Glyma.11G144809.1,glyma.Wm82.gnm4.ann1.Glyma.12G075100.1,glyma.Wm82.gnm4.ann1.Glyma.13G331600.1,glyma.Wm82.gnm4.ann1.Glyma.15G042500.1,Glyma.11G144809,Glyma.12G075100,Glyma.13G331600,Glyma.15G042500
Legume.fam3.01425,glyma.Wm82.gnm4.ann1.Glyma.15G036600.4,glyma.Wm82.gnm4.ann1.Glyma.13G337900.1,glyma.Wm82.gnm4.ann1.Glyma.11G137800.1,glyma.Wm82.gnm4.ann1.Glyma.12G061300.1,Glyma.15G036600,Glyma.13G337900,Glyma.11G137800,Glyma.12G061300
Legume.fam3.01426,glyma.Wm82.gnm4.ann1.Glyma.07G106300.3,glyma.Wm82.gnm4.ann1.Glyma.09G171900.2,glyma.Wm82.gnm4.ann1.Glyma.08G056200.1,glyma.Wm82.gnm4.ann1.Glyma.05G247700.1,Glyma.07G106300,Glyma.09G171900,Glyma.08G056200,Glyma.05G247700
Legume.fam3.01427,glyma.Wm82.gnm4.ann1.Glyma.07G230100.3,glyma.Wm82.gnm4.ann1.Glyma.20G036400.2,glyma.Wm82.gnm4.ann1.Glyma.02G107500.1,glyma.Wm82.gnm4.ann1.Glyma.01G047700.1,Glyma.07G230100,Glyma.20G036400,Glyma.02G107500,Glyma.01G047700
Legume.fam3.01430,glyma.Wm82.gnm4.ann1.Glyma.10G252400.1,glyma.Wm82.gnm4.ann1.Glyma.20G141000.1,glyma.Wm82.gnm4.ann1.Glyma.01G240500.10,glyma.Wm82.gnm4.ann1.Glyma.11G003100.1,Glyma.10G252400,Glyma.20G141000,Glyma.01G240500,Glyma.11G003100
Legume.fam3.01431,glyma.Wm82.gnm4.ann1.Glyma.09G014600.1,glyma.Wm82.gnm4.ann1.Glyma.15G120300.2,glyma.Wm82.gnm4.ann1.Glyma.17G005500.1,glyma.Wm82.gnm4.ann1.Glyma.07G268200.1,Glyma.09G014600,Glyma.15G120300,Glyma.17G005500,Glyma.07G268200
Legume.fam3.01432,glyma.Wm82.gnm4.ann1.Glyma.07G203200.1,glyma.Wm82.gnm4.ann1.Glyma.13G172500.1,glyma.Wm82.gnm4.ann1.Glyma.15G079300.1,glyma.Wm82.gnm4.ann1.Glyma.13G233700.1,Glyma.07G203200,Glyma.13G172500,Glyma.15G079300,Glyma.13G233700
Legume.fam3.01433,glyma.Wm82.gnm4.ann1.Glyma.13G100800.1,glyma.Wm82.gnm4.ann1.Glyma.17G058900.2,glyma.Wm82.gnm4.ann1.Glyma.15G166600.1,glyma.Wm82.gnm4.ann1.Glyma.09G059900.1,Glyma.13G100800,Glyma.17G058900,Glyma.15G166600,Glyma.09G059900
Legume.fam3.01438,glyma.Wm82.gnm4.ann1.Glyma.13G322900.1,glyma.Wm82.gnm4.ann1.Glyma.12G177700.1,glyma.Wm82.gnm4.ann1.Glyma.12G079800.1,glyma.Wm82.gnm4.ann1.Glyma.11G194100.1,Glyma.13G322900,Glyma.12G177700,Glyma.12G079800,Glyma.11G194100
Legume.fam3.01439,glyma.Wm82.gnm4.ann1.Glyma.12G081000.1,glyma.Wm82.gnm4.ann1.Glyma.11G193000.6,glyma.Wm82.gnm4.ann1.Glyma.12G178300.1,glyma.Wm82.gnm4.ann1.Glyma.13G322200.10,Glyma.12G081000,Glyma.11G193000,Glyma.12G178300,Glyma.13G322200
Legume.fam3.01448,glyma.Wm82.gnm4.ann1.Glyma.09G019800.1,glyma.Wm82.gnm4.ann1.Glyma.15G126200.1,glyma.Wm82.gnm4.ann1.Glyma.20G022200.1,glyma.Wm82.gnm4.ann1.Glyma.07G223000.1,Glyma.09G019800,Glyma.15G126200,Glyma.20G022200,Glyma.07G223000
Legume.fam3.01450,glyma.Wm82.gnm4.ann1.Glyma.09G003300.1,glyma.Wm82.gnm4.ann1.Glyma.12G239900.1,glyma.Wm82.gnm4.ann1.Glyma.08G150700.1,glyma.Wm82.gnm4.ann1.Glyma.15G270400.1,Glyma.09G003300,Glyma.12G239900,Glyma.08G150700,Glyma.15G270400
Legume.fam3.01453,glyma.Wm82.gnm4.ann1.Glyma.16G200400.1,glyma.Wm82.gnm4.ann1.Glyma.09G148700.1,glyma.Wm82.gnm4.ann1.Glyma.10G240600.1,glyma.Wm82.gnm4.ann1.Glyma.20G154100.1,Glyma.16G200400,Glyma.09G148700,Glyma.10G240600,Glyma.20G154100
Legume.fam3.01455,glyma.Wm82.gnm4.ann1.Glyma.03G041600.1,glyma.Wm82.gnm4.ann1.Glyma.01G128700.3,glyma.Wm82.gnm4.ann1.Glyma.18G209100.1,glyma.Wm82.gnm4.ann1.Glyma.09G279900.3,Glyma.03G041600,Glyma.01G128700,Glyma.18G209100,Glyma.09G279900
Legume.fam3.01456,glyma.Wm82.gnm4.ann1.Glyma.06G310700.1,glyma.Wm82.gnm4.ann1.Glyma.04G127900.1,glyma.Wm82.gnm4.ann1.Glyma.13G189700.4,glyma.Wm82.gnm4.ann1.Glyma.15G227700.1,Glyma.06G310700,Glyma.04G127900,Glyma.13G189700,Glyma.15G227700
Legume.fam3.01457,glyma.Wm82.gnm4.ann1.Glyma.10G224500.1,glyma.Wm82.gnm4.ann1.Glyma.20G167300.1,glyma.Wm82.gnm4.ann1.Glyma.16G166800.1,glyma.Wm82.gnm4.ann1.Glyma.02G081400.1,Glyma.10G224500,Glyma.20G167300,Glyma.16G166800,Glyma.02G081400
Legume.fam3.01459,glyma.Wm82.gnm4.ann1.Glyma.19G027500.1,glyma.Wm82.gnm4.ann1.Glyma.13G058900.2,glyma.Wm82.gnm4.ann1.Glyma.08G241800.1,glyma.Wm82.gnm4.ann1.Glyma.18G264100.1,Glyma.19G027500,Glyma.13G058900,Glyma.08G241800,Glyma.18G264100
Legume.fam3.01460,glyma.Wm82.gnm4.ann1.Glyma.18G280900.1,glyma.Wm82.gnm4.ann1.Glyma.08G256600.1,glyma.Wm82.gnm4.ann1.Glyma.13G047300.1,glyma.Wm82.gnm4.ann1.Glyma.19G044900.1,Glyma.18G280900,Glyma.08G256600,Glyma.13G047300,Glyma.19G044900
Legume.fam3.01461,glyma.Wm82.gnm4.ann1.Glyma.08G249600.1,glyma.Wm82.gnm4.ann1.Glyma.18G271700.1,glyma.Wm82.gnm4.ann1.Glyma.13G053400.1,glyma.Wm82.gnm4.ann1.Glyma.19G033300.1,Glyma.08G249600,Glyma.18G271700,Glyma.13G053400,Glyma.19G033300
Legume.fam3.01464,glyma.Wm82.gnm4.ann1.Glyma.07G093800.1,glyma.Wm82.gnm4.ann1.Glyma.09G182500.1,glyma.Wm82.gnm4.ann1.Glyma.05G237300.1,glyma.Wm82.gnm4.ann1.Glyma.08G044500.1,Glyma.07G093800,Glyma.09G182500,Glyma.05G237300,Glyma.08G044500
Legume.fam3.01465,glyma.Wm82.gnm4.ann1.Glyma.09G184200.1,glyma.Wm82.gnm4.ann1.Glyma.07G091900.1,glyma.Wm82.gnm4.ann1.Glyma.05G234100.1,glyma.Wm82.gnm4.ann1.Glyma.08G041400.1,Glyma.09G184200,Glyma.07G091900,Glyma.05G234100,Glyma.08G041400
Legume.fam3.01466,glyma.Wm82.gnm4.ann1.Glyma.08G040800.1,glyma.Wm82.gnm4.ann1.Glyma.05G233500.1,glyma.Wm82.gnm4.ann1.Glyma.07G090800.2,glyma.Wm82.gnm4.ann1.Glyma.09G185200.1,Glyma.08G040800,Glyma.05G233500,Glyma.07G090800,Glyma.09G185200
Legume.fam3.01467,glyma.Wm82.gnm4.ann1.Glyma.08G040100.1,glyma.Wm82.gnm4.ann1.Glyma.05G232700.1,glyma.Wm82.gnm4.ann1.Glyma.07G089400.1,glyma.Wm82.gnm4.ann1.Glyma.09G187400.1,Glyma.08G040100,Glyma.05G232700,Glyma.07G089400,Glyma.09G187400
Legume.fam3.01468,glyma.Wm82.gnm4.ann1.Glyma.05G232200.1,glyma.Wm82.gnm4.ann1.Glyma.08G039600.1,glyma.Wm82.gnm4.ann1.Glyma.07G088500.3,glyma.Wm82.gnm4.ann1.Glyma.09G188300.4,Glyma.05G232200,Glyma.08G039600,Glyma.07G088500,Glyma.09G188300
Legume.fam3.01469,glyma.Wm82.gnm4.ann1.Glyma.01G145600.1,glyma.Wm82.gnm4.ann1.Glyma.09G193400.1,glyma.Wm82.gnm4.ann1.Glyma.08G036100.1,glyma.Wm82.gnm4.ann1.Glyma.05G229100.1,Glyma.01G145600,Glyma.09G193400,Glyma.08G036100,Glyma.05G229100
Legume.fam3.01470,glyma.Wm82.gnm4.ann1.Glyma.05G225300.1,glyma.Wm82.gnm4.ann1.Glyma.08G032100.1,glyma.Wm82.gnm4.ann1.Glyma.07G126000.1,glyma.Wm82.gnm4.ann1.Glyma.01G005600.1,Glyma.05G225300,Glyma.08G032100,Glyma.07G126000,Glyma.01G005600
Legume.fam3.01472,glyma.Wm82.gnm4.ann1.Glyma.19G206800.1,glyma.Wm82.gnm4.ann1.Glyma.03G209400.1,glyma.Wm82.gnm4.ann1.Glyma.10G021500.2,glyma.Wm82.gnm4.ann1.Glyma.02G152800.2,Glyma.19G206800,Glyma.03G209400,Glyma.10G021500,Glyma.02G152800
Legume.fam3.01474,glyma.Wm82.gnm4.ann1.Glyma.10G022300.2,glyma.Wm82.gnm4.ann1.Glyma.02G151900.1,glyma.Wm82.gnm4.ann1.Glyma.03G208400.1,glyma.Wm82.gnm4.ann1.Glyma.19G205600.1,Glyma.10G022300,Glyma.02G151900,Glyma.03G208400,Glyma.19G205600
Legume.fam3.01475,glyma.Wm82.gnm4.ann1.Glyma.02G147100.1,glyma.Wm82.gnm4.ann1.Glyma.10G026800.1,glyma.Wm82.gnm4.ann1.Glyma.19G156700.3,glyma.Wm82.gnm4.ann1.Glyma.03G154200.1,Glyma.02G147100,Glyma.10G026800,Glyma.19G156700,Glyma.03G154200
Legume.fam3.01476,glyma.Wm82.gnm4.ann1.Glyma.19G158100.1,glyma.Wm82.gnm4.ann1.Glyma.03G155800.1,glyma.Wm82.gnm4.ann1.Glyma.02G146100.1,glyma.Wm82.gnm4.ann1.Glyma.10G027900.1,Glyma.19G158100,Glyma.03G155800,Glyma.02G146100,Glyma.10G027900
Legume.fam3.01477,glyma.Wm82.gnm4.ann1.Glyma.02G144800.1,glyma.Wm82.gnm4.ann1.Glyma.10G029300.1,glyma.Wm82.gnm4.ann1.Glyma.03G157000.7,glyma.Wm82.gnm4.ann1.Glyma.19G159200.1,Glyma.02G144800,Glyma.10G029300,Glyma.03G157000,Glyma.19G159200
Legume.fam3.01480,glyma.Wm82.gnm4.ann1.Glyma.19G166600.1,glyma.Wm82.gnm4.ann1.Glyma.03G165400.1,glyma.Wm82.gnm4.ann1.Glyma.13G125600.6,glyma.Wm82.gnm4.ann1.Glyma.10G039200.4,Glyma.19G166600,Glyma.03G165400,Glyma.13G125600,Glyma.10G039200
Legume.fam3.01481,glyma.Wm82.gnm4.ann1.Glyma.19G171200.1,glyma.Wm82.gnm4.ann1.Glyma.03G170000.1,glyma.Wm82.gnm4.ann1.Glyma.10G042600.1,glyma.Wm82.gnm4.ann1.Glyma.13G130000.2,Glyma.19G171200,Glyma.03G170000,Glyma.10G042600,Glyma.13G130000
Legume.fam3.01482,glyma.Wm82.gnm4.ann1.Glyma.13G131400.1,glyma.Wm82.gnm4.ann1.Glyma.10G043700.1,glyma.Wm82.gnm4.ann1.Glyma.19G172800.1,glyma.Wm82.gnm4.ann1.Glyma.03G171900.1,Glyma.13G131400,Glyma.10G043700,Glyma.19G172800,Glyma.03G171900
Legume.fam3.01483,glyma.Wm82.gnm4.ann1.Glyma.10G046900.1,glyma.Wm82.gnm4.ann1.Glyma.13G134900.1,glyma.Wm82.gnm4.ann1.Glyma.03G175700.1,glyma.Wm82.gnm4.ann1.Glyma.19G176300.1,Glyma.10G046900,Glyma.13G134900,Glyma.03G175700,Glyma.19G176300
Legume.fam3.01484,glyma.Wm82.gnm4.ann1.Glyma.10G057300.1,glyma.Wm82.gnm4.ann1.Glyma.13G144000.1,glyma.Wm82.gnm4.ann1.Glyma.19G183100.2,glyma.Wm82.gnm4.ann1.Glyma.03G182600.1,Glyma.10G057300,Glyma.13G144000,Glyma.19G183100,Glyma.03G182600
Legume.fam3.01486,glyma.Wm82.gnm4.ann1.Glyma.19G189700.1,glyma.Wm82.gnm4.ann1.Glyma.03G189400.1,glyma.Wm82.gnm4.ann1.Glyma.10G064700.1,glyma.Wm82.gnm4.ann1.Glyma.13G149500.2,Glyma.19G189700,Glyma.03G189400,Glyma.10G064700,Glyma.13G149500
Legume.fam3.01487,glyma.Wm82.gnm4.ann1.Glyma.03G189700.1,glyma.Wm82.gnm4.ann1.Glyma.19G190100.1,glyma.Wm82.gnm4.ann1.Glyma.13G149800.1,glyma.Wm82.gnm4.ann1.Glyma.10G065000.1,Glyma.03G189700,Glyma.19G190100,Glyma.13G149800,Glyma.10G065000
Legume.fam3.01489,glyma.Wm82.gnm4.ann1.Glyma.13G152100.1,glyma.Wm82.gnm4.ann1.Glyma.10G067100.1,glyma.Wm82.gnm4.ann1.Glyma.19G192500.1,glyma.Wm82.gnm4.ann1.Glyma.03G192000.1,Glyma.13G152100,Glyma.10G067100,Glyma.19G192500,Glyma.03G192000
Legume.fam3.01491,glyma.Wm82.gnm4.ann1.Glyma.02G200500.1,glyma.Wm82.gnm4.ann1.Glyma.10G076100.1,glyma.Wm82.gnm4.ann1.Glyma.03G199000.1,glyma.Wm82.gnm4.ann1.Glyma.19G196600.1,Glyma.02G200500,Glyma.10G076100,Glyma.03G199000,Glyma.19G196600
Legume.fam3.01492,glyma.Wm82.gnm4.ann1.Glyma.02G195000.7,glyma.Wm82.gnm4.ann1.Glyma.10G082800.5,glyma.Wm82.gnm4.ann1.Glyma.03G203000.2,glyma.Wm82.gnm4.ann1.Glyma.19G200800.1,Glyma.02G195000,Glyma.10G082800,Glyma.03G203000,Glyma.19G200800
Legume.fam3.01493,glyma.Wm82.gnm4.ann1.Glyma.10G086800.4,glyma.Wm82.gnm4.ann1.Glyma.02G188300.1,glyma.Wm82.gnm4.ann1.Glyma.19G202200.1,glyma.Wm82.gnm4.ann1.Glyma.03G204800.1,Glyma.10G086800,Glyma.02G188300,Glyma.19G202200,Glyma.03G204800
Legume.fam3.01497,glyma.Wm82.gnm4.ann1.Glyma.19G074200.1,glyma.Wm82.gnm4.ann1.Glyma.05G076300.1,glyma.Wm82.gnm4.ann1.Glyma.19G088700.1,glyma.Wm82.gnm4.ann1.Glyma.16G058500.1,Glyma.19G074200,Glyma.05G076300,Glyma.19G088700,Glyma.16G058500
Legume.fam3.01500,glyma.Wm82.gnm4.ann1.Glyma.02G010900.1,glyma.Wm82.gnm4.ann1.Glyma.10G011300.2,glyma.Wm82.gnm4.ann1.Glyma.03G220800.1,glyma.Wm82.gnm4.ann1.Glyma.19G217800.1,Glyma.02G010900,Glyma.10G011300,Glyma.03G220800,Glyma.19G217800
Legume.fam3.01501,glyma.Wm82.gnm4.ann1.Glyma.10G010000.1,glyma.Wm82.gnm4.ann1.Glyma.02G009300.1,glyma.Wm82.gnm4.ann1.Glyma.19G219700.1,glyma.Wm82.gnm4.ann1.Glyma.03G222500.1,Glyma.10G010000,Glyma.02G009300,Glyma.19G219700,Glyma.03G222500
Legume.fam3.01503,glyma.Wm82.gnm4.ann1.Glyma.20G090700.1,glyma.Wm82.gnm4.ann1.Glyma.10G142200.1,glyma.Wm82.gnm4.ann1.Glyma.19G224600.1,glyma.Wm82.gnm4.ann1.Glyma.03G227700.2,Glyma.20G090700,Glyma.10G142200,Glyma.19G224600,Glyma.03G227700
Legume.fam3.01504,glyma.Wm82.gnm4.ann1.Glyma.10G158800.10,glyma.Wm82.gnm4.ann1.Glyma.20G229800.1,glyma.Wm82.gnm4.ann1.Glyma.19G241000.1,glyma.Wm82.gnm4.ann1.Glyma.03G243500.2,Glyma.10G158800,Glyma.20G229800,Glyma.19G241000,Glyma.03G243500
Legume.fam3.01505,glyma.Wm82.gnm4.ann1.Glyma.19G244800.1,glyma.Wm82.gnm4.ann1.Glyma.03G247100.1,glyma.Wm82.gnm4.ann1.Glyma.10G162100.1,glyma.Wm82.gnm4.ann1.Glyma.20G224500.1,Glyma.19G244800,Glyma.03G247100,Glyma.10G162100,Glyma.20G224500
Legume.fam3.01506,glyma.Wm82.gnm4.ann1.Glyma.20G225700.1,glyma.Wm82.gnm4.ann1.Glyma.10G163100.1,glyma.Wm82.gnm4.ann1.Glyma.19G245750.1,glyma.Wm82.gnm4.ann1.Glyma.03G247700.1,Glyma.20G225700,Glyma.10G163100,Glyma.19G245750,Glyma.03G247700
Legume.fam3.01508,glyma.Wm82.gnm4.ann1.Glyma.06G200100.5,glyma.Wm82.gnm4.ann1.Glyma.04G164400.3,glyma.Wm82.gnm4.ann1.Glyma.05G023100.1,glyma.Wm82.gnm4.ann1.Glyma.17G076600.1,Glyma.06G200100,Glyma.04G164400,Glyma.05G023100,Glyma.17G076600
Legume.fam3.01509,glyma.Wm82.gnm4.ann1.Glyma.17G081200.1,glyma.Wm82.gnm4.ann1.Glyma.05G018800.1,glyma.Wm82.gnm4.ann1.Glyma.06G205800.1,glyma.Wm82.gnm4.ann1.Glyma.04G159300.1,Glyma.17G081200,Glyma.05G018800,Glyma.06G205800,Glyma.04G159300
Legume.fam3.01511,glyma.Wm82.gnm4.ann1.Glyma.04G029100.10,glyma.Wm82.gnm4.ann1.Glyma.06G029100.6,glyma.Wm82.gnm4.ann1.Glyma.17G254000.2,glyma.Wm82.gnm4.ann1.Glyma.14G070700.5,Glyma.04G029100,Glyma.06G029100,Glyma.17G254000,Glyma.14G070700
Legume.fam3.01512,glyma.Wm82.gnm4.ann1.Glyma.14G077200.1,glyma.Wm82.gnm4.ann1.Glyma.17G248400.3,glyma.Wm82.gnm4.ann1.Glyma.06G034400.1,glyma.Wm82.gnm4.ann1.Glyma.04G034200.1,Glyma.14G077200,Glyma.17G248400,Glyma.06G034400,Glyma.04G034200
Legume.fam3.01513,glyma.Wm82.gnm4.ann1.Glyma.17G245000.1,glyma.Wm82.gnm4.ann1.Glyma.14G080400.1,glyma.Wm82.gnm4.ann1.Glyma.06G037100.1,glyma.Wm82.gnm4.ann1.Glyma.04G036900.1,Glyma.17G245000,Glyma.14G080400,Glyma.06G037100,Glyma.04G036900
Legume.fam3.01514,glyma.Wm82.gnm4.ann1.Glyma.04G253100.1,glyma.Wm82.gnm4.ann1.Glyma.06G109400.1,glyma.Wm82.gnm4.ann1.Glyma.13G083400.1,glyma.Wm82.gnm4.ann1.Glyma.14G164700.1,Glyma.04G253100,Glyma.06G109400,Glyma.13G083400,Glyma.14G164700
Legume.fam3.01515,glyma.Wm82.gnm4.ann1.Glyma.04G253600.1,glyma.Wm82.gnm4.ann1.Glyma.06G108800.6,glyma.Wm82.gnm4.ann1.Glyma.14G166100.1,glyma.Wm82.gnm4.ann1.Glyma.13G084300.1,Glyma.04G253600,Glyma.06G108800,Glyma.14G166100,Glyma.13G084300
Legume.fam3.01516,glyma.Wm82.gnm4.ann1.Glyma.13G088300.1,glyma.Wm82.gnm4.ann1.Glyma.14G171700.1,glyma.Wm82.gnm4.ann1.Glyma.04G103600.1,glyma.Wm82.gnm4.ann1.Glyma.06G104800.4,Glyma.13G088300,Glyma.14G171700,Glyma.04G103600,Glyma.06G104800
Legume.fam3.01517,glyma.Wm82.gnm4.ann1.Glyma.06G101200.1,glyma.Wm82.gnm4.ann1.Glyma.04G099300.3,glyma.Wm82.gnm4.ann1.Glyma.14G177300.1,glyma.Wm82.gnm4.ann1.Glyma.02G209100.1,Glyma.06G101200,Glyma.04G099300,Glyma.14G177300,Glyma.02G209100
Legume.fam3.01518,glyma.Wm82.gnm4.ann1.Glyma.06G095200.1,glyma.Wm82.gnm4.ann1.Glyma.04G093300.1,glyma.Wm82.gnm4.ann1.Glyma.02G211900.4,glyma.Wm82.gnm4.ann1.Glyma.14G179600.1,Glyma.06G095200,Glyma.04G093300,Glyma.02G211900,Glyma.14G179600
Legume.fam3.01519,glyma.Wm82.gnm4.ann1.Glyma.04G091700.1,glyma.Wm82.gnm4.ann1.Glyma.06G093500.1,glyma.Wm82.gnm4.ann1.Glyma.14G181100.1,glyma.Wm82.gnm4.ann1.Glyma.02G213400.1,Glyma.04G091700,Glyma.06G093500,Glyma.14G181100,Glyma.02G213400
Legume.fam3.01520,glyma.Wm82.gnm4.ann1.Glyma.14G181200.1,glyma.Wm82.gnm4.ann1.Glyma.02G213500.1,glyma.Wm82.gnm4.ann1.Glyma.04G091600.1,glyma.Wm82.gnm4.ann1.Glyma.06G093400.1,Glyma.14G181200,Glyma.02G213500,Glyma.04G091600,Glyma.06G093400
Legume.fam3.01523,glyma.Wm82.gnm4.ann1.Glyma.14G134500.1,glyma.Wm82.gnm4.ann1.Glyma.17G198400.1,glyma.Wm82.gnm4.ann1.Glyma.04G075300.1,glyma.Wm82.gnm4.ann1.Glyma.06G076500.3,Glyma.14G134500,Glyma.17G198400,Glyma.04G075300,Glyma.06G076500
Legume.fam3.01524,glyma.Wm82.gnm4.ann1.Glyma.06G063500.1,glyma.Wm82.gnm4.ann1.Glyma.04G062500.2,glyma.Wm82.gnm4.ann1.Glyma.17G217100.1,glyma.Wm82.gnm4.ann1.Glyma.14G110600.1,Glyma.06G063500,Glyma.04G062500,Glyma.17G217100,Glyma.14G110600
